title,day_of_week
Seven Pounds,Thursday
Meltdown: Days of Destruction,Monday
Pin,Friday
Love,Thursday
The Animal Kingdom,Wednesday
Andromeda Nebula,Monday
The Wrestler,Sunday
The Memory Keeper's Daughter,Saturday
The Little Giant,Saturday
Mr. Wu,Saturday
A Chinese Ghost Story II,Friday
Why We Fight: The Nazis Strike,Friday
Why We Fight: The Battle of Britain,Sunday
Small Cuts,Wednesday
Arabian Nights,Friday
The Blackbird,Monday
Why We Fight: The Battle of Russia,Friday
The More the Merrier,Friday
Tuya's Marriage,Thursday
Face of a Fugitive,Friday
The Dirty Dozen: The Fatal Mission,Sunday
The Curious Case of Benjamin Button,Monday
Why We Fight: Divide and Conquer,Friday
Yes Man,Tuesday
Hexed,Friday
On the Rumba River,Saturday
Valkyrie,Thursday
Birds of America,Thursday
Pete Seeger: The Power of Song,Friday
5 Centimeters per Second,Saturday
H.G. Wells' War of the Worlds,Tuesday
War of the Worlds 2: The Next Wave,Tuesday
Constantine's Sword,Friday
Impulse,Tuesday
Zamfir's Zona,Thursday
Double Dynamite,Tuesday
The Death Kiss,Monday
Girls Rock!,Friday
Ben X,Sunday
Alien Raiders,Sunday
Trainwreck: My Life as an Idiot,Thursday
The King of Ping Pong,Friday
Jane Austen in Manhattan,Tuesday
Bedtime Stories,Wednesday
Manhattan Melodrama,Friday
Two Days,Thursday
Choke,Friday
Revolutionary Road,Friday
Blackadder Back & Forth,Monday
Blackadder's Christmas Carol,Friday
Loft,Tuesday
"Surfer, Dude",Friday
Magnificent 7,Tuesday
Nobel Son,Saturday
Dear Zachary: A Letter to a Son About His Father,Friday
Wild Child,Tuesday
Chandu the Magician,Sunday
Defiance,Wednesday
Zeitgeist: Addendum,Thursday
Dr. Jack,Sunday
Marley & Me,Thursday
The Grocer's Son,Friday
Decoy,Saturday
Blackout,Friday
Jesse Stone: Night Passage,Sunday
Involuntary,Friday
Ponyo,Saturday
High and Dizzy,Sunday
Now or Never,Sunday
The Good Guys and the Bad Guys,Wednesday
Six in Paris,Wednesday
Shadow Company,Wednesday
Satan Met a Lady,Wednesday
Jack Brooks: Monster Slayer,Tuesday
The Vanishing Point,Wednesday
Poultrygeist: Night of the Chicken Dead,Tuesday
Young Gods,Friday
The General Died at Dawn,Wednesday
"Have Rocket, Will Travel",Saturday
The House of Sand,Friday
Earthsea,Monday
Brotherhood of Death,Tuesday
Man with the Gun,Saturday
American Ninja 4: The Annihilation,Tuesday
Wendy and Lucy,Thursday
Open Season 2,Wednesday
Last Chance Harvey,Thursday
Dallas,Saturday
Ip Man,Friday
The Dungeonmaster,Friday
Howling V: The Rebirth,Sunday
The Young Visiters,Friday
Replicant,Friday
The Duel at Silver Creek,Friday
The Recruiter,Friday
Habana Blues,Friday
Why We Fight: The Battle of China,Saturday
Passengers,Friday
The Tale of Despereaux,Friday
Bride Wars,Friday
The Gamers: Dorkness Rising,Tuesday
Mesrine: Killer Instinct,Wednesday
My Bloody Valentine,Friday
Blood and Bones,Saturday
Castaway,Wednesday
Island in the Sun,Wednesday
Liberty Kid,Sunday
De fûke,Thursday
Battle in Seattle,Friday
Fuel,Thursday
Aspen,Tuesday
Model,Monday
Timecrimes,Thursday
Fire and Ice: The Dragon Chronicles,Thursday
The Secret of the Grain,Monday
Hamlet,Sunday
Punk's Not Dead,Friday
The Welts,Friday
Grbavica: The Land of My Dreams,Wednesday
Underworld: Rise of the Lycans,Thursday
Inkheart,Thursday
Gun The Man Down,Thursday
Albuquerque,Friday
Why We Fight: War Comes to America,Thursday
John Waters: This Filthy World,Friday
The Soviet Story,Tuesday
Shoot on Sight,Friday
The Alphabet Killer,Friday
Revenge of the Nerds III: The Next Generation,Wednesday
Revenge of the Nerds IV: Nerds In Love,Monday
Soup to Nuts,Sunday
Chinese Coffee,Saturday
Save Me,Monday
The Lazarus Project,Tuesday
The Man,Wednesday
Galaxy Express 999,Saturday
Paul Blart: Mall Cop,Thursday
Notorious,Friday
The Unborn,Friday
Donkey Punch,Friday
Where Is Fred?,Wednesday
Make It Happen,Friday
Three Strangers,Monday
Repo! The Genetic Opera,Friday
Edge of Madness,Tuesday
The Uninvited,Friday
Fear(s) of the Dark,Tuesday
12:01,Monday
Game Over,Friday
Maria,Friday
Night Train,Wednesday
The Big Stampede,Saturday
Blue,Thursday
The Visitor,Monday
Kummeli Goldrush,Friday
Shadow of the Holy Book,Saturday
Outlander,Thursday
Belle of the Nineties,Friday
Branded,Friday
A Dead Calling,Tuesday
Beachhead,Friday
Los signos del zodiaco,Wednesday
Passchendaele,Friday
The Great Ecstasy of Woodcarver Steiner,Tuesday
Go Go Tales,Wednesday
Wrestling with Alligators,Sunday
The Badlanders,Wednesday
Black Widow,Thursday
Bad Luck Love,Friday
The Grudge 3,Tuesday
Indictment: The McMartin Trial,Sunday
Eden Lake,Friday
Triumph of the Nerds: The Rise of Accidental Empires,Saturday
Coraline,Thursday
Psychomania,Friday
Point of Order!,Tuesday
Chocolate,Wednesday
TerrorVision,Friday
The Escapist,Friday
Push,Friday
The International,Tuesday
Two Lovers,Wednesday
He's Just Not That Into You,Friday
Jar City,Friday
Dead Like Me: Life After Death,Tuesday
Uuno Turhapuro,Friday
California,Friday
Canyon Passage,Wednesday
The Con,Wednesday
Husbands,Tuesday
The Cimarron Kid,Sunday
The Avenging Conscience: or 'Thou Shalt Not Kill',Sunday
Singapore Sling,Thursday
33 Scenes from Life,Friday
Futurama: Into the Wild Green Yonder,Monday
The Bandit,Friday
Hotel for Dogs,Friday
The Deadly Trackers,Friday
Frontier(s),Sunday
Comet in Moominland,Saturday
The 11th Hour,Friday
Daddy,Thursday
Fireflies in the Garden,Sunday
Afro Samurai: Resurrection,Sunday
Café Lumière,Wednesday
Death by Hanging,Friday
The Last Movie,Wednesday
Dry Season,Friday
Jesus Christ Superstar,Monday
Trancers,Wednesday
The Man Who Quit Smoking,Saturday
Departures,Saturday
Taking Chance,Monday
AmericanEast,Friday
My Name Is Bruce,Monday
Man in the Chair,Saturday
Robinson in Space,Friday
The Way of War,Friday
Kimberly,Tuesday
Ralliraita,Tuesday
Ping Pong Playa,Monday
Funny People,Friday
Berlin Calling,Wednesday
Against the Dark,Thursday
The Letter for the King,Wednesday
Firepower,Friday
Nuremberg,Sunday
Bigger Than Life,Thursday
Going to Kansas City,Friday
Red Sands,Tuesday
Show Me,Thursday
The Lost,Thursday
Still Waiting...,Tuesday
Pistol Whipped,Tuesday
Flight of Fury,Tuesday
The Far Horizons,Friday
Container,Friday
Mystery Team,Friday
Killer Babes,Thursday
A World Without Thieves,Thursday
The Gunfight at Dodge City,Friday
His Private Secretary,Saturday
Street Fighter: The Legend of Chun-Li,Friday
Urban Justice,Monday
Tough Enough,Thursday
Madea Goes to Jail,Monday
The Black Watch,Wednesday
Away We Go,Friday
Hell to Eternity,Monday
The Unsuspected,Saturday
Thick as Thieves,Friday
Beautiful Ohio,Friday
Il Grido,Saturday
The Big Lift,Wednesday
Il Divo,Friday
Wings,Saturday
Paris,Saturday
Adrift in Manhattan,Wednesday
Friday the 13th,Wednesday
"The Good, The Bad, The Weird",Wednesday
Screamers: The Hunting,Tuesday
The Pink Panther 2,Friday
Crips and Bloods: Made in America,Tuesday
Far Cry,Tuesday
I Manegen med Glenn Killing: Live från Berns,Saturday
The English Surgeon,Friday
A Hell of a Day,Wednesday
Shara,Wednesday
Marius,Friday
The Adventures of Food Boy,Tuesday
César,Wednesday
They Wait,Thursday
The Rebel,Friday
Everlasting Moments,Wednesday
Expecting Love,Friday
Attack Force,Tuesday
Shadow Man,Wednesday
Playing for Keeps,Friday
Rock-A-Doodle,Friday
Tokyo.sora,Saturday
Dead Silent,Friday
Dr. Horrible's Sing-Along Blog,Tuesday
Today You Die,Tuesday
The Cottage,Thursday
Two Men in Manhattan,Friday
Fanny,Wednesday
Out At The Wedding,Monday
Born to the West,Friday
The Hasty Heart,Friday
Frontrunners,Wednesday
The Quick and the Dead,Saturday
Joshua Tree,Wednesday
Day of the Dead,Tuesday
"I Love You, Man",Friday
The Big Steal,Saturday
Billy Budd,Monday
Night Has a Thousand Eyes,Wednesday
Live Free or Die,Saturday
Blonde Venus,Friday
Dance of the Dead,Tuesday
The Haunting in Connecticut,Friday
The Little Engine That Could,Tuesday
Duplicity,Thursday
Knowing,Thursday
Sugar,Friday
Young Thugs: Nostalgia,Saturday
Praying With Lior,Tuesday
Ong Bak 2,Thursday
The Girl with the Dragon Tattoo,Friday
Bloodbath at the House of Death,Thursday
Sunshine Cleaning,Friday
Kung Fu Panda: Secrets of the Furious Five,Saturday
Hangman's Knot,Saturday
Immortal Sergeant,Thursday
Nigdy w życiu!,Friday
The Children of Leningradsky,Friday
Submerged,Friday
Stacy: Attack of the Schoolgirl Zombies,Saturday
Insanitarium,Tuesday
Illegal,Friday
Echelon Conspiracy,Friday
Jasminum,Thursday
After Sex,Wednesday
The Third Part of the Night,Friday
13B: Fear Has a New Address,Friday
Monsters vs Aliens,Thursday
Boarding Gate,Friday
California Dreamin',Friday
Counter Investigation,Wednesday
Sita Sings the Blues,Monday
Naked Fear,Sunday
Chaos,Wednesday
Three on a Match,Saturday
Kogel-mogel,Monday
Land of Silence and Darkness,Friday
The Baader Meinhof Complex,Wednesday
Big Stan,Wednesday
Dating The Enemy,Thursday
Blue Steel,Thursday
We Live in Public,Friday
Strictly Sexual,Tuesday
Nothing But the Truth,Friday
The Square,Sunday
The Gray Man,Thursday
Anvil! The Story of Anvil,Monday
Border Incident,Friday
Star of Midnight,Friday
Observe and Report,Friday
Private Lives,Saturday
Too Many Girls,Tuesday
Union Station,Wednesday
Adventureland,Friday
With Fire and Sword,Monday
Scenes of a Sexual Nature,Friday
The Cake Eaters,Sunday
Confessions of a Shopaholic,Thursday
The Black Balloon,Saturday
The Butterfly Effect 3: Revelations,Friday
Revanche,Friday
One Kill,Saturday
Killer Force,Wednesday
Cheeky,Friday
The Lucky Ones,Friday
Ystäväni Henry,Friday
The Body,Friday
Fitna,Thursday
The Land of Happiness,Friday
Dragonball Evolution,Wednesday
Flash Gordon,Saturday
Rest Stop,Saturday
Your life in 65 minutes,Friday
Kansas Raiders,Saturday
The Lonely Man,Friday
Dating Games People Play,Tuesday
Man on the Flying Trapeze,Saturday
Porgy and Bess,Wednesday
Can-Can,Wednesday
Pekka ja Pätkä lumimiehen jäljillä,Friday
Law and Order,Wednesday
The Gravedancers,Thursday
Broken,Sunday
Kiler,Friday
Fast & Furious,Thursday
City Girl,Sunday
Hangover Square,Monday
Sanshiro Sugata,Thursday
Sanshiro Sugata Part Two,Thursday
The Exterminating Angels,Wednesday
Superstar: The Karen Carpenter Story,Saturday
A Force of One,Friday
Gardens of the Night,Friday
In the Loop,Thursday
Global Metal,Friday
The End Of America,Tuesday
What Doesn't Kill You,Friday
Linha de Passe,Friday
Crime Wave,Tuesday
Escape from Fort Bravo,Friday
Ride Lonesome,Sunday
The Boat That Rocked,Wednesday
Apollo 13: To the Edge and Back,Saturday
The Small Back Room,Monday
The Mindscape of Alan Moore,Sunday
17 Again,Wednesday
"Nana, the True Key of Pleasure",Monday
Double Trouble,Friday
Inglourious Basterds,Tuesday
State of Play,Friday
The Lawless Breed,Saturday
Lust for Gold,Friday
La estrategia del caracol,Saturday
Strike,Tuesday
The Magic of Méliès,Wednesday
Lawless Range,Monday
Bab'Aziz,Saturday
The Damned United,Friday
Hank and Mike,Tuesday
Crank: High Voltage,Thursday
The Garage,Sunday
The Strong Man,Friday
The Final Inquiry,Wednesday
Kiler-ów 2-óch,Friday
The Man Behind The Gun,Saturday
Moon,Friday
Komedia malzenska,Saturday
Break Up,Thursday
Fraternity Demon,Wednesday
The Smart Set,Saturday
Aamir,Friday
Mammoth,Monday
The Days Between,Wednesday
The Young Victoria,Wednesday
Intentions of Murder,Sunday
Amazing Journey: The Story of The Who,Friday
The Informers,Wednesday
Antique,Tuesday
X-Men Origins: Wolverine,Tuesday
The Girlfriend Experience,Tuesday
Turtles Are Surprisingly Fast Swimmers,Saturday
The Desert Trail,Sunday
Moving Midway,Saturday
American Swing,Tuesday
Sin Nombre,Friday
The Life and Times of Allen Ginsberg,Tuesday
Star Trek,Wednesday
Happy Campers,Sunday
Black Magic,Saturday
Lymelife,Monday
The Great Buck Howard,Friday
Euphoria,Saturday
Cherry Blossoms,Wednesday
Riders of Destiny,Tuesday
Flatfoot in Egypt,Saturday
XIII,Wednesday
Knights of Bloodsteel,Monday
Red Cliff Part II,Wednesday
Täynnä tarmoa,Sunday
Love Sick,Thursday
The Girl from Monaco,Wednesday
Black Ice,Friday
Wild Things: Diamonds in the Rough,Saturday
Człowiek z M-3,Thursday
I Hate Mondays,Friday
S. Darko,Tuesday
Earth,Sunday
Sagebrush Trail,Friday
Stanley Kubrick: A Life in Pictures,Wednesday
A Lady Takes a Chance,Thursday
Wyjście awaryjne,Saturday
Shuttle,Saturday
Crossing Over,Friday
Angels & Demons,Wednesday
"Kids in the Hall: Same Guys, New Dresses",Friday
Django the Bastard,Saturday
The Man from Monterey,Saturday
Horrorvision,Tuesday
Daylight Robbery,Friday
Scorpio,Tuesday
Balls Out: The Gary Houseman Story,Tuesday
Outrage,Thursday
The Seduction of Joe Tynan,Friday
Man in the Middle,Tuesday
More Dead Than Alive,Wednesday
Powder Blue,Friday
The Devil Is a Woman,Friday
Fanboys,Friday
Folks!,Friday
Breaking the Rules,Friday
Live!,Monday
The Merry Gentleman,Wednesday
The Murder of Fred Hampton,Friday
Incendiary,Sunday
Love Songs,Wednesday
Management,Sunday
Terminator Salvation,Wednesday
Night at the Museum: Battle of the Smithsonian,Wednesday
Ghosts of Cité Soleil,Sunday
How to Cook Your Life,Thursday
Were The World Mine,Tuesday
Every Little Step,Friday
Lesbian Vampire Killers,Monday
The Brothers Bloom,Tuesday
Man in the Saddle,Sunday
Montana,Saturday
Vincere,Tuesday
A Cure for Love,Wednesday
Our Folks,Friday
Paisan,Tuesday
"Jeanne Dielman, 23, Quai du Commerce 1080 Bruxelles",Wednesday
Shall We Kiss?,Wednesday
I Do,Wednesday
Hi Diddle Diddle,Monday
Rhinoceros,Monday
The Man With Bogart's Face,Friday
The Monster,Monday
Chop Shop,Monday
Caliber 9,Tuesday
Suzanne's Career,Friday
Moontide,Friday
Catacombs,Friday
The Soloist,Friday
The Last House on the Left,Friday
Anioł w Krakowie,Friday
Neon Genesis Evangelion: Death and Rebirth,Saturday
Drag Me to Hell,Sunday
Up,Wednesday
Late Autumn,Sunday
Fullmetal Alchemist the Movie: Conqueror of Shamballa,Thursday
Easy Virtue,Tuesday
Dance Flick,Friday
Summer Hours,Wednesday
Show People,Tuesday
Two English Girls,Thursday
Female,Saturday
Firecreek,Wednesday
OSS 117: Lost in Rio,Tuesday
The Flame of New Orleans,Monday
Flash Gordon: Trip to Mars,Monday
Personal Effects,Friday
Fired Up!,Friday
The Winslow Boy,Friday
Trojan War,Friday
The War Game,Monday
Without a Paddle: Nature's Calling,Tuesday
Graduation,Tuesday
Welcome,Wednesday
In the Electric Mist,Wednesday
The Hangover,Friday
Killshot,Thursday
Antichrist,Monday
Don,Thursday
Sweeney Todd,Tuesday
Pete Kelly's Blues,Sunday
Jimmy and Judy,Sunday
A Song Is Born,Tuesday
Billu,Friday
Many Rivers to Cross,Friday
Ricky Rapper,Thursday
Show,Wednesday
Boy Eats Girl,Tuesday
"Ranma ½: The Movie 1, Big Trouble in Nekonron, China",Saturday
The Man From Utah,Tuesday
The Wing or the Thigh,Wednesday
Perched on a Tree,Monday
Marius and Jeannette,Wednesday
Ernest Rides Again,Friday
U Pana Boga za piecem,Tuesday
Blind Husbands,Tuesday
Berlin Alexanderplatz,Thursday
Before The Rains,Friday
Special,Monday
New in Town,Friday
The Merry Widow,Thursday
Salaam Namaste,Friday
Dead Snow,Friday
Land of the Lost,Friday
The Clique,Tuesday
Fatso,Friday
A Free Soul,Tuesday
Momma's Man,Friday
Imagine That,Friday
The Taking of Pelham 1 2 3,Thursday
Hana and Alice,Saturday
Flame & Citron,Tuesday
Fade to Black,Thursday
In Therapy,Friday
Chain Reaction,Sunday
Jekyll + Hyde,Friday
Went the Day Well?,Monday
Zulu Dawn,Monday
American Violet,Tuesday
Suspect X,Saturday
Spiritual Kung Fu,Thursday
Big Man Japan,Saturday
Wrestling Ernest Hemingway,Friday
Cargo,Monday
The Hitman,Wednesday
Goodbye Again,Tuesday
The Stoning of Soraya M.,Sunday
The Proposal,Monday
The Crawling Hand,Wednesday
Dillinger,Friday
Home from the Hill,Thursday
Small Town Gay Bar,Saturday
Year One,Thursday
O'Horten,Wednesday
Pekka ja Pätkä neekereinä,Friday
5 Against the House,Friday
Three on a Couch,Tuesday
Promise Me This,Saturday
Mindwarp,Monday
The Land That Time Forgot,Wednesday
Tyson,Friday
Primary,Friday
Angels of the Universe,Saturday
The Alibi,Thursday
Garfield's Pet Force,Wednesday
Dutchman,Monday
The Hurt Locker,Friday
The Executioner,Sunday
Air Hawks,Tuesday
Anna Lucasta,Saturday
How I Unleashed World War II Part III: Among Friends,Monday
Tu£sday,Friday
Breakfast with Scot,Friday
La Ronde,Wednesday
Brunet wieczorową porą,Monday
Going Berserk,Friday
Luther the Geek,Monday
Les vampires,Saturday
The Limits of Control,Friday
Pornorama,Thursday
Heavy Metal in Baghdad,Saturday
Raiders of the Lost Ark - The Adaptation,Sunday
Transformers: Revenge of the Fallen,Friday
Home,Wednesday
K2,Wednesday
Dabbe,Thursday
Tulpan,Wednesday
The File on Thelma Jordon,Wednesday
Jet Pilot,Friday
Phoebe in Wonderland,Thursday
Whatever Works,Friday
Ghosts of Girlfriends Past,Friday
Holly,Wednesday
Hustle,Thursday
Houdini,Thursday
Public Enemies,Wednesday
Ice Age: Dawn of the Dinosaurs,Monday
120,Friday
Prison Break: The Final Break,Tuesday
Samson and Delilah,Thursday
Final Approach,Friday
The Mob,Friday
Daisy Kenyon,Thursday
Is It College Yet?,Tuesday
Irena do domu!,Saturday
The Journey to Melonia,Friday
Love Streams,Monday
Blue Week,Friday
Night Of The Living Dead 3D,Sunday
Mumia Abu-Jamal: A Case for Reasonable Doubt?,Sunday
Off the Charts: The Song-Poem Story,Thursday
My Sister's Keeper,Friday
Kambakkht Ishq,Friday
Hood of Horror,Tuesday
The Dirt Bike Kid,Sunday
Kandukondain Kandukondain,Friday
Lady Death,Tuesday
Blonde Crazy,Thursday
Tales of the Black Freighter,Tuesday
"Ranma ½: Nihao, My Concubine",Sunday
Pittsburgh,Friday
The Lucky Texan,Monday
(500) Days of Summer,Friday
Through the Olive Trees,Saturday
News from a Personal War,Wednesday
Magnificent Obsession,Monday
7th Heaven,Saturday
Madame Bovary,Thursday
Brüno,Wednesday
The Boys: The Sherman Brothers' Story,Thursday
1939: Hollywood's Greatest Year,Thursday
Madigan,Friday
Terrified,Friday
The Pinchcliffe Grand Prix,Thursday
The Librarian: The Curse of the Judas Chalice,Sunday
The Inhabited Island,Thursday
Gravehopping,Monday
Franklyn,Thursday
Men of War,Sunday
Iron Maiden: Flight 666,Tuesday
Good Dick,Friday
