title,vote_count,vote_average
Lone Wolf and Cub: Baby Cart at the River Styx,38,7.3
Lady Sings the Blues,16,7.2
Payday,4,5.6
Slither,3,4.2
Trafic,29,7.4
The Mad Adventures of Rabbi Jacob,183,7.1
Charley Varrick,57,7.0
Dark Star,120,6.0
A Delicate Balance,1,6.0
Bram Stoker's Dracula,13,6.4
Emperor of the North,30,6.8
Executive Action,11,6.2
The Glass Menagerie,5,6.6
My Name Is Nobody,227,7.1
Invasion of the Bee Girls,15,4.0
Lemora: A Child's Tale of the Supernatural,15,6.4
Phase IV,48,5.9
Save the Tiger,18,7.1
Scarecrow,59,6.8
Sisters,77,6.8
The Spook Who Sat by the Door,4,7.0
Theatre of Blood,43,6.7
Five Fingers of Death,24,6.7
Turkish Delight,34,7.0
Walking Tall,32,6.5
Butley,3,7.3
California Split,26,6.5
The Cars That Ate Paris,19,5.1
Conrack,12,7.1
The Living Dead at Manchester Morgue,41,6.3
Emmanuelle,74,4.9
The Phantom of Liberty,46,7.4
Flesh for Frankenstein,28,5.4
General Idi Amin Dada,6,6.8
Gone in 60 Seconds,40,6.5
The Groove Tube,3,5.3
Harry and Tonto,26,7.1
Hearts and Minds,25,7.8
The Holy Mountain,143,7.7
The Little Prince,26,6.0
The Terminal Man,8,6.1
Thieves Like Us,13,6.2
The Adventure of Sherlock Holmes' Smarter Brother,47,6.1
The Adventures of the Wilderness Family,9,5.0
"Cousin, Cousine",4,7.3
Dolemite,17,5.5
The Twelve Tasks of Asterix,241,7.3
Emmanuelle II,15,4.9
"Farewell, My Lovely",26,6.8
The Fortune,10,5.3
French Connection II,95,6.6
The Great Waldo Pepper,17,6.0
The Story of Adele H,35,6.9
"The Irony of Fate, or Enjoy Your Bath!",36,7.2
Night Moves,45,6.6
The Passenger,90,7.5
Hand of Death,11,6.1
Sister Street Fighter,5,7.0
Supervixens,35,6.4
Trilogy of Terror,32,6.6
1900,84,7.5
Small Change,23,7.7
Twenty Days Without War,6,6.7
From Noon Till Three,15,5.5
Futureworld,66,5.7
Harlan County U.S.A.,19,7.7
Hollywood Boulevard,6,6.3
The Marquise of O,11,6.1
Mistress,10,6.0
The Message,81,7.4
The Missouri Breaks,41,6.2
A Slave of Love,8,5.3
Silver Streak,101,6.8
Up!,27,5.6
Who Can Kill a Child?,43,6.8
ABBA - The Movie,16,6.6
Demon Seed,57,5.9
High Anxiety,86,6.5
The Man Who Loved Women,34,7.1
The Hound of the Baskervilles,6,5.3
Place without Limits,6,7.3
"New York, New York",70,6.1
Providence,13,7.1
Sorcerer,104,7.5
The Turning Point,16,6.0
The Rutles: All You Need Is Cash,28,6.5
Brass Target,5,6.6
Capricorn One,134,6.4
The Five Venoms,27,6.2
Gates of Heaven,28,6.6
Last Hurrah for Chivalry,6,7.5
Harper Valley P.T.A.,8,7.0
The Hobbit,76,6.0
In Praise Of Older Women,3,7.3
Parts: The Clonus Horror,10,4.1
The Grapes of Death,18,6.2
The Adventures of Picasso,12,7.6
Snake in the Eagle's Shadow,68,7.2
A Wedding,10,6.5
Best Boy,1,5.0
French Fried Vacation 2,257,7.4
Buffet Froid,28,6.6
Hair,146,7.3
I as in Icarus,20,7.3
The In-Laws,26,6.7
Love at First Bite,30,5.8
La Luna,17,6.9
Opening Night,28,7.5
Quintet,18,5.6
Rockers,12,6.4
Starting Over,5,6.9
Children's Island,4,6.3
Defiance,3,6.2
The Hitch Hikers Guide to the Galaxy,41,7.2
Genocide,0,0.0
Peter-No-Tail,7,5.7
Treasure of the Yankee Zephyr,8,5.4
Smiley's People,12,8.0
The Scarlet Pimpernel,12,6.6
Bad Boys,68,6.7
Barefoot Gen,29,7.6
Blue Thunder,117,5.9
D.C. Cab,18,5.4
The Day After,97,6.7
Deal of the Century,13,4.8
Doctor Detroit,20,4.7
Eddie Murphy: Delirious,104,7.7
El Norte,14,6.6
Lianna,10,5.9
"Merry Christmas, Mr. Lawrence",88,7.4
The Pirates of Penzance,4,5.5
The Raiders of Atlantis,8,6.4
First Name: Carmen,16,7.1
Rock & Rule,27,6.3
Sugar Cane Alley,6,6.3
Rumble Fish,141,6.8
The Makioka Sisters,14,6.9
Star 80,19,6.1
The Star Chamber,39,5.6
Strange Invaders,18,5.2
Stroker Ace,14,4.9
To Be or Not to Be,49,7.0
Twilight Zone: The Movie,164,6.2
The Fourth Man,32,6.8
Suburbia,18,6.6
Yellowbeard,44,5.7
One Deadly Summer,28,7.1
Another Country,24,5.9
Boy Meets Girl,14,6.9
Choose Me,3,6.0
A Christmas Carol,42,7.1
Cloak & Dagger,40,6.2
Comfort and Joy,13,6.5
Dangerous Moves,9,6.1
Electric Dreams,37,6.4
The Ewok Adventure,46,5.9
The Hit,41,6.5
The Ice Pirates,50,5.7
Irreconcilable Differences,14,5.0
The Last Polka,1,5.0
Next of Kin,6,5.1
Full Moon in Paris,10,7.5
Racing with the Moon,15,5.8
"Silent Night, Deadly Night",65,5.6
The Times of Harvey Milk,26,7.1
Drunken Tai Chi,4,6.5
What Have I Done to Deserve This?,37,7.4
Anne of Green Gables,71,8.2
Asterix vs. Caesar,122,6.5
Barbarian Queen,9,4.6
Beer,1,6.0
Bliss,5,5.2
Creator,18,6.2
Death of a Salesman,33,5.9
Demons,112,6.5
Ewoks: The Battle for Endor,43,5.4
Heaven Help Us,18,6.9
Mr. Vampire,18,5.8
Police Story,128,7.3
Mishima: A Life in Four Chapters,37,7.7
9 Deaths of the Ninja,9,6.1
Peter-No-Tail in Americat,4,6.0
The Quiet Earth,160,6.7
Spies Like Us,180,5.9
The Stuff,91,5.8
Target,20,6.3
The Unknown Soldier,13,6.4
Vision Quest,31,6.4
White Nights,30,6.2
’Round Midnight,20,6.7
Asterix in Britain,142,6.8
The Best of Times,20,6.0
Club Paradise,20,4.3
Dead End Drive-In,24,6.4
Flodder,32,6.6
Ginger and Fred,16,6.6
Nobody's Fool,2,6.0
The Sacrifice,87,7.2
The Park is Mine,16,5.0
Sherman's March,10,6.3
Solarbabies,12,5.1
A Better Tomorrow,102,7.3
Dragons Forever,41,7.2
G.I. Joe: The Movie,14,6.6
Hell Comes to Frogtown,29,5.7
Where Is My Friend's House?,36,7.8
Leif,4,4.9
Law of Desire,37,7.2
Malone,15,6.8
Pathfinder,24,7.3
Prince of Darkness,192,6.6
A Chinese Ghost Story,59,7.2
Street Smart,16,5.7
Weeds,3,4.7
The Whales of August,17,7.1
A Better Tomorrow II,48,7.0
Ashik Kerib,11,5.5
The Bourne Identity,28,6.1
Cannibal Women in the Avocado Jungle of Death,12,4.4
Cobra Verde,28,6.6
Comic Book Confidential,6,6.8
Dominick and Eugene,16,6.1
Jack's Back,13,5.8
Killer Klowns from Outer Space,161,5.8
Moonwalker,126,6.0
Alice,60,7.3
Pascali's Island,2,6.0
Prison,27,6.7
Split Decisions,6,5.3
Tales from the Gimli Hospital,6,7.4
Landscape in the Mist,27,7.6
Life Is a Long Quiet River,74,6.8
A World Apart,7,5.4
Common Threads: Stories from the Quilt,2,10.0
Kiki's Delivery Service,768,7.6
Monsieur Hire,29,7.2
Moon 44,32,5.0
Rikyu,4,7.5
Speaking Parts,6,5.8
Prime Suspect,19,7.5
Boiling Point,38,6.6
Almost an Angel,23,5.6
Black Rainbow,8,6.6
Cry-Baby,289,6.4
Bullet in the Head,52,7.7
Downtown,9,5.9
Frankenhooker,65,5.7
The Garden,8,7.1
Ghost Dad,51,4.5
Hard to Kill,141,5.6
Havana,20,5.5
Shipwrecked,14,6.1
I Hired a Contract Killer,31,7.0
Ju Dou,25,7.2
The Krays,34,5.6
Lionheart,179,5.9
Narrow Margin,30,5.6
Close-Up,53,8.0
Nuns on the Run,41,5.5
Patlabor: The Movie,27,6.6
The Reflecting Skin,41,6.7
Riff-Raff,22,6.4
State of Grace,73,6.5
Auntie Danielle,38,6.5
Time to Kill,4,5.8
"Welcome Home, Roxy Carmichael",27,6.2
35 Up,8,7.7
Days of Being Wild,85,7.3
Across the Tracks,17,5.5
Begotten,64,5.0
Life on a String,2,7.0
Cadence,21,6.4
Closet Land,11,6.6
Delusion,3,4.8
Dollman,16,5.5
Dutch,66,6.4
Guilty by Suspicion,29,5.9
Hearts of Darkness: A Filmmaker's Apocalypse,61,8.0
High Strung,10,5.4
Homicide,32,5.9
Johnny Stecchino,190,7.4
A Kiss Before Dying,17,5.6
Riki-Oh: The Story of Ricky,67,6.8
Light Sleeper,15,5.7
The Linguini Incident,2,8.0
Mannequin Two: On the Move,28,4.6
Only Yesterday,152,7.0
Once Around,15,5.8
Other People's Money,34,6.1
Out for Justice,113,5.9
Prospero's Books,27,6.5
Quigley Down Under,120,6.5
Rubin and Ed,6,7.0
Shout,6,5.0
Stinsen brinner... filmen alltså,2,5.8
Stone Cold,35,5.6
Strangers in Good Company,4,7.0
Surviving Desire,6,7.2
All the Mornings of the World,29,6.3
Assassin of the Tsar,6,6.3
Wild Hearts Can't Be Broken,25,7.4
Prime Suspect 2,14,7.2
Aileen Wuornos: The Selling of a Serial Killer,17,7.1
Barbarian Queen II: The Empress Strikes Back,3,3.2
Captain America,87,4.5
City Hunter,68,6.3
The Oak,6,5.9
Citizen Cohn,3,7.3
Crossing The Bridge,7,6.5
Diggstown,31,6.5
Innocent Blood,57,6.2
Johnny Suede,14,4.8
Porco Rosso,563,7.6
The Stolen Children,17,7.1
LadyBugs,35,5.3
The Mambo Kings,32,5.9
Night and the City,16,5.2
The Story of Qiu Ju,27,7.2
Shining Through,34,6.2
Sidekicks,41,4.9
Tito and Me,11,7.5
A Heart in Winter,32,7.5
Visions of Light,12,7.0
New Dragon Gate Inn,23,7.4
Life and Nothing More...,17,6.9
House of Angels,15,5.3
Return to Lonesome Dove,10,6.4
American Ninja 5,24,4.1
The Baby of Mâcon,21,7.3
Bad Boy Bubby,72,7.1
The Bride with White Hair,25,6.2
Barbarians at the Gate,12,6.8
Calendar,5,6.9
Cyborg 2,34,3.9
Deadly Advice,0,0.0
The Legend II,25,6.4
Fortress,171,5.7
The Puppetmaster,9,6.6
Josh and S.A.M.,4,5.0
Latcho Drom,10,6.3
Leningrad Cowboys Meet Moses,7,6.1
Mr. Nanny,44,4.8
The Night We Never Met,7,5.6
Philadelphia Experiment II,15,5.0
The Positively True Adventures of the Alleged Texas Cheerleader Murdering Mom,6,6.7
The Snapper,21,6.3
Sonatine,91,7.3
Splitting Heirs,22,4.6
Tai-Chi Master,61,7.0
Three of Hearts,8,3.9
The Stand,155,6.7
71 Fragments of a Chronology of Chance,31,7.0
Naked Killer,11,5.7
Dark Angel: The Ascent,6,4.7
Darkman II: The Return of Durant,44,4.5
Embrace of the Vampire,34,5.0
Felidae,31,6.3
Floundering,4,5.6
Freaked,28,6.0
Golden Gate,2,2.5
Fist of Legend,118,7.4
Paperback Romance,1,6.5
Macross Plus: Movie Edition,26,7.2
Major League II,83,5.2
My Father the Hero,38,5.1
"Take Care of Your Scarf, Tatiana",12,7.2
Pumpkinhead II: Blood Wings,34,4.6
A Pure Formality,59,7.7
Staggered,5,5.5
The Defender,32,6.5
The Langoliers,158,6.0
Blood & Donuts,14,5.0
Gonin,6,7.2
Kivenpyörittäjän kylä,3,6.7
Last of the Dogmen,34,7.2
Whisper of the Heart,349,7.7
The Passion of Darkly Noon,16,6.1
High Risk,16,5.6
Street Fighter II: The Animated Movie,34,6.7
Trinity And Beyond: The Atomic Bomb Movie,14,6.9
Tromeo & Juliet,39,6.0
Cannibal! The Musical,43,6.8
A Summer's Tale,23,7.0
Fetishes,10,5.1
The God of Cookery,34,7.0
Jack Frost,48,5.3
The Hunters,32,6.5
Drifting Clouds,33,7.1
The Late Shift,17,5.8
"Pretty Village, Pretty Flame",28,8.0
My Man,4,6.6
No Way Back,12,5.0
No Way Home,5,7.6
Pusher,162,6.8
Robinson Crusoe,52,5.7
Freakin' Beautiful World,1,7.0
Sgt. Kabukiman N.Y.P.D.,16,6.1
Earth,10,7.4
Emma,34,6.7
American Perfekt,1,5.0
Bikini Summer III: South Beach Heat,2,1.5
The Boxer,44,6.7
The Brave,49,5.7
Cremaster 5,9,6.2
Executive Target,3,6.0
Face,13,6.0
Snow White: A Tale of Terror,62,6.0
Gummo,133,6.5
Hamilton,16,6.0
Chicago Cab,3,5.7
Kiss or Kill,3,4.2
Destiny,9,6.9
Mean Guns,27,5.8
Men with Guns,3,6.3
Nirvana,57,6.6
Dance with the Devil,39,6.2
Photographing Fairies,6,5.2
Postman Blues,8,6.6
Quicksilver Highway,14,4.5
The Swindle,5,6.4
Safe House,7,5.9
"Sick: The Life and Death of Bob Flanagan, Supermasochist",9,5.9
The Lion King 2: Simba's Pride,1034,6.7
Wishful Thinking,4,5.5
From the Earth to the Moon,26,8.4
Beowulf,52,4.4
From Dusk Till Dawn 3: The Hangman's Daughter,79,4.6
The Interview,32,6.8
RKO 281,14,6.3
From Dusk Till Dawn 2: Texas Blood Money,114,4.4
"Torrente, the Dumb Arm of the Law",52,6.2
Koko Flanel,11,5.7
Bruno,8,7.4
Dead Man's Curve,20,5.1
Fudoh: The New Generation,10,6.9
Gia,156,6.7
Thursday,84,7.0
Sophie's World,11,5.5
Wavelength,15,6.1
Who Am I?,178,6.6
The Kingdom II,10,6.7
Merlin,47,6.0
Rogue Trader,38,6.0
Breast Men,21,5.0
A Murder of Crows,40,6.0
"Bang, Boom, Bang",52,7.5
Batman & Mr. Freeze: SubZero,79,6.9
The Pentagon Wars,12,6.8
A Place Called Chiapas,5,6.9
Two Hands,48,6.4
Brave New World,13,6.5
Addams Family Reunion,46,3.9
Thick as Thieves,12,5.3
Set Me Free,3,6.7
Claire Dolan,3,6.0
Jigoku,20,5.8
The Smashing Pumpkins: Vieuphoria,0,0.0
The Class Trip,7,6.0
Flowers of Shanghai,16,7.5
The Hole,16,7.2
Of Freaks and Men,14,5.9
Das merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit,7,6.3
Purgatory,8,4.4
Juha,9,6.8
Lady Snowblood,79,7.8
The Tough Ones,17,6.8
Takedown,56,6.3
Bleeder,34,7.1
Dil Se..,29,6.7
The Bodyguard,3,3.7
Vidocq,133,5.8
Molokai: The Story of Father Damien,3,3.8
Candyman: Day of the Dead,37,3.6
The 4th Floor,24,5.7
A Long Hot Summer,7,6.1
The Batman Superman Movie: World's Finest,53,7.1
The End of Evangelion,124,8.1
The Life of Aleksis Kivi,3,7.0
He Died with a Felafel in His Hand,17,6.9
Kuch Kuch Hota Hai,93,7.5
Document of the Dead,6,7.8
Venus Beauty Institute,19,5.4
Cherry Falls,64,4.7
Freeway II: Confessions of a Trickbaby,13,6.0
Joseph and the Amazing Technicolor Dreamcoat,13,6.1
Style Wars,14,8.1
In July,54,7.5
Joan of Arc,22,6.7
Kirikou and the Sorceress,229,7.2
After the Rain,19,7.3
The Prophecy 3: The Ascent,38,5.5
Taxi 2,430,6.1
Pups,7,6.6
Peculiarities of the National Fishing,17,6.8
Cut,13,4.5
Kadosh,4,6.1
Essex Boys,30,5.7
Picking Up the Pieces,21,4.1
Badding,4,5.0
The Wedding Waltz,3,7.7
Meeting People Is Easy,10,7.2
Cruel Intentions 2,99,4.4
Adrenaline Drive,3,7.3
Humanité,19,6.7
Beautiful Joe,6,5.5
The Underground Comedy Movie,5,2.1
The Shrink Is In,5,5.8
Charisma,7,5.8
Guest House Paradiso,41,6.3
Swimming,2,5.5
If These Walls Could Talk 2,26,6.3
The Trumpet Of The Swan,13,5.1
The 10th Kingdom,51,7.5
An Extremely Goofy Movie,123,6.0
The Wind Will Carry Us,26,6.9
Water Drops on Burning Rocks,22,6.8
The Tracker,15,6.6
2046,208,6.9
Bruiser,37,5.4
Taboo,9,2.9
Crane World,3,6.7
Cremaster 2,9,5.8
Running Out of Time,31,7.5
The Wog Boy,5,6.2
Century of the Dragon,2,8.0
Chasing Sleep,16,6.4
The Stepdaughter,3,4.7
Possible Worlds,10,5.8
The Nameless,34,4.9
The Debt,9,6.5
Female Prisoner #701: Scorpion,24,7.3
Female Prisoner Scorpion: Jailhouse 41,17,7.5
Bartleby,8,5.3
Night of the Day of the Dawn of the Son of the Bride Part 2: In Shocking 2-D,4,5.3
Restless,16,5.2
Shiner,10,5.1
Batman Beyond: Return of the Joker,152,7.5
Roberto Succo,5,6.1
Suzhou River,15,6.3
6ixtynin9,18,7.0
Audition,372,6.8
The Nine Lives of Tomas Katz,7,7.7
For Love or Country: The Arturo Sandoval Story,3,6.3
Paragraph 175,6,4.2
Devdas,78,7.4
Mimic 2,54,4.8
Monday,22,7.5
Paradise Lost 2: Revelations,26,7.2
Dark Prince: The True Story of Dracula,16,6.2
Sound and Fury,7,5.4
The Hole,227,6.4
The Sleeping Dictionary,38,6.3
When Strangers Appear,12,5.5
Revolutionary Girl Utena: The Movie,12,7.3
Speaking of Sex,6,5.9
Good Advice,24,5.7
Needing You...,10,5.7
The Mists of Avalon,44,6.4
Spiral,49,6.0
The Big Animal,5,7.6
Old Men in New Cars: In China They Eat Dogs II,37,6.9
Purely Belter,7,7.0
The Quickie,4,4.3
Kabhi Khushi Kabhie Gham,103,7.6
The River,2,7.0
Werckmeister Harmonies,61,7.4
Asterix & Obelix: Mission Cleopatra,782,7.2
Is It Fall Yet?,23,7.5
Late Night Shopping,11,6.3
Uprising,18,6.3
61*,34,6.3
The Tunnel,33,6.9
Long Time Dead,30,4.5
The Laramie Project,13,6.0
Run Ronnie Run,24,5.7
Gojoe: Spirit War Chronicle,9,6.7
A Gentleman's Game,3,4.2
Joint Security Area,115,7.7
Dagon,79,6.4
Ripley's Game,70,6.6
Conspiracy,77,6.9
Freeze Me,8,5.5
The Best Man's Wedding,32,5.9
Teknolust,4,4.8
A Dog's Will,120,8.2
The Accidental Spy,120,5.9
The Adversary,24,7.2
The Beautiful Country,10,6.3
Darkness,114,5.6
Mockingbird Don't Sing,7,6.1
Blood: The Last Vampire,76,6.6
Vacuuming Completely Nude in Paradise,8,5.0
Avenging Angelo,46,5.0
Southern Comfort,4,7.8
Berlin is in Germany,3,6.3
Blueberry,51,5.0
Electric Dragon 80.000 V,15,6.1
The Nugget,2,6.5
"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",23,6.2
Shackleton's Antarctic Adventure,4,5.9
The Barber,9,4.7
Dirty Deeds,9,6.3
Miranda,5,6.4
My Little Eye,58,5.8
Kung Phooey,3,7.0
Stranded,14,5.8
Millennium Mambo,32,7.2
Martin & Orloff,4,6.0
American Psycho 2: All American Girl,81,4.6
Double Vision,20,6.2
Soft Shell Man,2,7.0
Samouraïs,6,2.6
Ali G Indahouse,332,6.0
Black Plague,4,5.8
Dead or Alive 2: Birds,23,6.8
Cube²: Hypercube,383,5.4
"Milwaukee, Minnesota",2,4.3
Pistol Opera,6,6.4
Secret Passage,1,3.0
Stark Raving Mad,21,6.2
Pulse,89,6.1
Killing Emmett Young,7,6.3
The Lost Battalion,18,6.0
Hukkle,16,6.6
Carolina,21,5.5
Charms For the Easy Life,0,0.0
Dog Days,20,6.7
Balzac and the Little Chinese Seamstress,20,6.9
Dil Chahta Hai,71,7.1
My Sassy Girl,158,7.3
The Gathering,39,5.1
Shot in the Heart,6,6.4
Deadline,8,5.4
My Wife Is a Gangster,15,6.1
Nothing,38,5.8
Undertaking Betty,30,6.2
Waterboys,16,6.0
Absolon,24,4.3
Dead or Alive: Final,18,5.3
Hell House,13,6.8
Fubar,16,5.9
The Happiness of the Katakuris,47,7.3
Sex Is Comedy,10,6.1
The Rage in Placid Lake,11,6.7
Stratosphere Girl,6,5.3
My Mother Likes Women,7,6.1
Dead End,121,6.6
Pure,17,6.6
Sympathy for Mr. Vengeance,302,7.3
Jesus Christ Vampire Hunter,15,3.9
Chinese Odyssey 2002,10,7.3
The Foreigner,41,3.7
The Man of the Year,15,5.8
Suicide Club,107,6.4
The Third Wave,12,6.2
Immortal,131,5.8
Tiptoes,21,4.7
A Sound of Thunder,111,4.8
The Lion King 1½,694,6.3
Fear and Trembling,21,6.4
Live from Baghdad,16,6.7
Planta 4ª,10,7.1
Oasis,44,7.8
Cremaster 3,10,6.8
Herr Lehmann,31,6.9
Twin Sisters,25,6.8
My House in Umbria,11,5.6
Upswing,12,6.7
Out for a Kill,38,4.2
Bad Boys,16,5.8
"Remember Me, My Love",47,5.8
Soldier's Girl,27,6.9
Tipping the Velvet,12,7.3
Bright Young Things,22,6.1
Resurrection of The Little Match Girl,6,5.3
Alien Hunter,39,4.7
Love Object,31,5.8
The Animatrix,433,6.9
The Brown Bunny,63,5.5
Ju-on: The Curse,57,7.0
Ju-on: The Curse 2,36,5.9
Elina: As If I Wasn't There,5,6.0
11:14,211,6.8
Alive,11,6.2
Springtime in a Small Town,6,6.2
Tremors 4: The Legend Begins,108,5.4
Wondrous Oblivion,0,0.0
Bring It On Again,93,5.3
Crimson Rivers II: Angels of the Apocalypse,166,6.0
And Starring Pancho Villa as Himself,6,5.2
Nicotina,16,6.2
Iron Jawed Angels,21,6.7
Evil,96,6.9
Sniper 2,30,5.4
High Roller: The Stu Ungar Story,1,10.0
Battle Royale II: Requiem,115,4.9
In Hell,79,5.6
Lemony Snicket's A Series of Unfortunate Events,1521,6.7
Naked Weapon,50,5.8
Bukowski - Born into This,15,7.9
The Green Butchers,64,7.4
Pearls and Pigs,10,6.1
An Injury to One,1,7.0
Addiction - When Nothing Is Enough,8,4.1
A Very Long Engagement,352,7.1
Last Life in the Universe,44,7.3
The Galíndez File,2,5.5
Head-On,111,7.3
Ghost in the Shell 2: Innocence,230,7.3
Kal Ho Naa Ho,110,7.3
The Cat Returns,364,7.2
In My Country,7,7.1
Unstoppable,28,4.9
Take My Eyes,46,6.9
The Cathedral,16,7.4
Blind Shaft,12,7.6
The Twilight Samurai,95,7.5
The Twins Effect,35,5.5
Far Side of the Moon,9,7.4
Facing Windows,54,7.0
Ginger Snaps 2: Unleashed,72,6.2
Salem's Lot,54,5.5
Dark Woods,28,5.9
Foolproof,49,6.3
Belly of the Beast,38,4.8
"Easy Riders, Raging Bulls",14,7.3
The Book of Fate,2,3.5
When the Last Sword Is Drawn,30,7.5
Comic Book: The Movie,2,6.0
2LDK,18,7.1
Trauma,17,5.2
Intimate Strangers,17,5.8
Down to the Bone,11,6.5
A Talking Picture,7,7.4
Ju-on: The Grudge,199,6.7
Oldboy,2000,8.0
Red Lights,9,5.3
GhostWatcher,3,4.0
Ginger Snaps Back: The Beginning,54,6.0
Moon Child,9,5.6
Illusive Tracks,10,5.5
The Black Lapp,6,5.5
Lost Embrace,10,5.9
One Missed Call,100,5.8
Goldfish Memory,6,6.2
Inuyasha the Movie 2: The Castle Beyond the Looking Glass,15,6.6
The Jacket,459,6.8
Millions,106,6.3
The Saddest Music in the World,18,7.9
Starship Troopers 2: Hero of the Federation,176,3.8
The Man Who Copied,60,7.0
Ju-on: The Grudge 2,73,6.5
Sex Lives of the Potato Men,10,5.1
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,79,7.4
Ong-Bak: The Thai Warrior,556,7.0
Infernal Affairs II,108,7.2
The Sea Inside,224,7.2
Lucky 7,18,4.9
Spanglish,375,5.8
Buddy,7,6.4
Festival Express,7,6.7
The Chorus,553,7.5
Saints and Soldiers,98,6.6
Just Bea,3,6.5
The Weeping Camel,42,7.8
The Interpreter,400,6.2
Open Water,320,5.3
Romasanta,21,5.4
Running on Karma,20,6.4
Touch of Pink,12,5.7
Infernal Affairs III,76,7.0
The Memory Of A Killer,31,6.4
Slasher,5,6.6
Bobby Jones: Stroke of Genius,19,5.5
Layer Cake,565,7.0
Silver City,13,6.3
The Return,102,7.4
The Agronomist,7,5.6
Flight of the Phoenix,282,5.7
Mean Creek,110,6.9
The Ring Two,646,5.5
A Day Without a Mexican,16,5.0
The Visual Bible: The Gospel of John,12,8.2
Machuca,37,7.5
The Corporation,75,7.6
Game Over: Kasparov and the Machine,9,6.7
Vibrator,12,6.0
The Yes Men,28,7.0
Ae Fond Kiss...,21,6.2
Bummer,18,6.0
As It Is in Heaven,43,7.0
Green Tea,5,7.4
Lost Boys of Sudan,3,7.7
She Hate Me,29,5.1
Azumi,91,6.5
In My Father's Den,26,7.5
The Football Factory,83,6.5
Tae Guk Gi: The Brotherhood of War,134,7.4
Something the Lord Made,38,7.5
Metallica: Some Kind of Monster,49,6.7
Going the Distance,20,5.4
Redemption: The Stan Tookie Williams Story,17,5.7
Schultze Gets the Blues,14,6.4
Born into Brothels,61,6.7
Dig!,20,7.2
The Girl from Monday,3,3.3
Riding Giants,23,7.6
Dear Pillow,1,7.0
Word Wars,7,6.1
Cruel Intentions 3,46,4.3
When Will I Be Loved,12,4.2
11:11,15,2.7
Muxmäuschenstill,7,7.1
What the #$*! Do We (K)now!?,34,5.8
The Eye 2,27,5.5
A Scanner Darkly,540,6.8
Casshern,74,5.7
Windstruck,33,7.2
Howard Zinn: You Can't Be Neutral on a Moving Train,7,6.8
Outfoxed: Rupert Murdoch's War on Journalism,21,6.9
"Hijacking Catastrophe: 9/11, Fear & the Selling of American Empire",5,5.6
Fahrenhype 9/11,2,3.0
Jerry Seinfeld: I'm Telling You for the Last Time,18,7.4
Noel,53,5.7
In Enemy Hands,28,6.0
Sexual Dependency,3,5.3
